"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"27368263",-0.920646471294044,6.5481959345905,-15.4554333014557,1.36862397028263e-11,1.3466584003892e-09,16.7401808664806
"27366670",0.911741456756507,6.65267019186869,15.3883876034711,1.46882240140269e-11,1.41042343845536e-09,16.6516393743982
"27370536",-0.995888523239583,7.22295517808382,-15.1503569517414,1.89172358583016e-11,1.79488535465076e-09,16.4167521708855
"27369722",-0.955673623581737,3.39592809037437,-14.6983468961959,3.08823668025595e-11,2.86200538856278e-09,16.0560151168824
"27365335",0.882598930783674,4.98021153672641,14.6603445754664,3.22004503128028e-11,2.88356841565211e-09,15.9769777037992
"27372052",1.21917876326224,5.10741931914372,14.6664344178177,3.1985304203681e-11,2.88356841565211e-09,15.964487760686
"27368995",-0.815258726429698,7.62683721723406,-14.7105123246098,3.04725234751386e-11,2.85724720113946e-09,15.9198713900354
"27365854",-0.73855316256719,6.76502794010413,-14.6829831206095,3.14082722348766e-11,2.87728654841341e-09,15.8666212427742
"27369208",-0.598238308057983,7.69941816870605,-14.6290659624077,3.3329757100915e-11,2.95153515660325e-09,15.8207534719818
"27365469",2.14899247405703,3.26735470852741,14.5247546436671,3.7407236779953e-11,3.20575996920672e-09,15.8095186426944
"27371268",2.25005579457638,5.81989124504846,14.528087454273,3.72691416108419e-11,3.20575996920672e-09,15.7950347122959
"27369645",-0.903780692415285,7.6755508636953,-14.5731034005547,3.54556086554007e-11,3.10528792289608e-09,15.7721413516667
"27369642",-0.970446344845583,4.11764832462597,-14.3577660070699,4.5065243222902e-11,3.82095732432477e-09,15.6890833059986
"27371263",0.771237884082479,8.97400912381011,14.3267402720822,4.66614687235502e-11,3.91465163922837e-09,15.5807859568222
"27369828",1.56556508491518,3.43193866184489,14.2534332903147,5.06742050031896e-11,4.20701472786897e-09,15.5230027830306
"27369915",-2.12507462965099,7.78217615894148,-14.2198466941926,5.26325858232226e-11,4.3245537011452e-09,15.4014303092085
"27369728",-1.19599716928742,5.01083656018585,-14.1011405016179,6.0217593296084e-11,4.89728794458969e-09,15.33189678663
"27365049",-3.23223819070169,7.84411632654118,-14.0587309552456,6.3199478496998e-11,5.01374830607199e-09,15.2551968251273
"27365488",0.643135612908924,5.62049011540979,14.091305550581,6.08956562155489e-11,4.90240787917095e-09,15.2538193430314
"27369580",-0.640031544758151,7.89490118608904,-14.0540661070159,6.35368354972736e-11,5.01374830607199e-09,15.1716560306044
"27368127",1.20962030144624,11.7296772811529,13.8555384548884,7.98051277780331e-11,6.11583527298965e-09,15.1290256182796
"27365269",-0.68016004120859,9.54649051636709,-13.8415674854417,8.11041548186348e-11,6.15619156099542e-09,15.052000907172
"27368110",1.06362960982086,8.2875573761553,13.9230286061953,7.38311991136827e-11,5.74980297676544e-09,15.0488127333662
"27366395",1.76898033088491,3.2020420727609,13.7571645533905,8.9440428108323e-11,6.72490766059749e-09,14.9808918609942
"27368076",0.5613812946038,7.34484745631172,13.9174417896743,7.43073659481606e-11,5.74980297676544e-09,14.9720983410263
"27369671",-1.67477827041698,4.16472566438994,-13.6871360090958,9.70409302225451e-11,7.02427526371594e-09,14.9233261111895
"27366154",-1.37624097471639,4.4496353855855,-13.6879075458465,9.69535849017750e-11,7.02427526371594e-09,14.8973364074167
"27368071",0.721927621703125,9.16173380409211,13.6725315024299,9.87100162529718e-11,7.02427526371594e-09,14.8257528442487
"27365505",0.536924279893197,7.16798308812145,13.7226055988468,9.31097415080889e-11,6.93537046560251e-09,14.7373409581398
"27368067",0.651576533056311,7.0608395205093,13.7057323561241,9.49585172963925e-11,7.00758687826156e-09,14.7184780123946
"27364780",-1.13458603899854,7.15277238831125,-13.6777924589429,9.81053089113195e-11,7.02427526371594e-09,14.703603034352
"27367684",-1.06159114560936,7.37904970647775,-13.5766669845558,1.10443883448276e-10,7.78971461135186e-09,14.5812204015172
"27366851",1.51156958749175,6.65544516458359,13.5215425627202,1.17848046995607e-10,8.16738203960858e-09,14.5467010839643
"27368024",0.815546856865268,6.64200796535074,13.5520844946942,1.1368335620907e-10,7.94786271040604e-09,14.5410728591782
"27368091",0.793504444820313,5.70740368681251,13.4599553333681,1.26742085935864e-10,8.70805538714516e-09,14.4986945799603
