"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"27370635",-0.408980189797656,7.34982032986538,-5.22072218440105,6.45871437749168e-05,0.000774185218875121,1.24089064969071
"27369181",1.0315058277128,3.25805063759803,4.94510237369646,0.000115561530390234,0.00117178803716306,1.22843301867225
"27366612",-0.320472771239955,5.05397489561796,-5.12002726402333,7.98080160690673e-05,0.000908671268672095,1.22196114754733
"27366799",-0.365762279789571,6.31925068870799,-5.20105942377765,6.73059256982316e-05,0.000795633994271251,1.2111282449987
"27368820",-0.523630159909331,2.90336307113127,-4.9432187778514,0.000116025075269707,0.00117202327210719,1.21014532432625
"27365467",0.538385423950143,1.95392350931809,4.8714620396474,0.000135175262617559,0.00131866198661193,1.19629904306198
"27370730",0.348824862097236,7.47859084749318,5.20011882995239,6.74388858191704e-05,0.000795633994271251,1.19329447221353
"27367417",0.305498096070821,9.07109219211234,5.10810449978334,8.18389081306784e-05,0.000923875492636695,1.1885895997574
"27371630",0.474519049987752,8.39198952901843,5.15215601996632,7.45883955496888e-05,0.000862800453600899,1.18766319861174
"27367641",-0.351432331322666,3.43605944150294,-4.96479944055501,0.000110826085203228,0.00114266998585993,1.18427646003056
"27368280",-1.42737077454975,1.43989389587903,-4.86708489376473,0.000136443020149954,0.00132454430035948,1.17769357077933
"27365174",-0.340788329537604,5.75049197473466,-5.15754886700121,7.374717475664e-05,0.000858051069796235,1.17716057091759
"27365530",0.799755817592128,1.80870836766207,4.85551902002776,0.000139851602313101,0.00134129635431458,1.17598279296421
"27372137",-0.325632323682449,6.25963255254169,-5.18200522446727,7.00525791972002e-05,0.000821057435590714,1.17557393278766
"27364504",-0.523588785947249,4.05695471250495,-5.01606030393808,9.94104583691732e-05,0.00106064438179693,1.17399172140922
"27364954",0.255699997899807,5.68075794801538,5.1487421283316,7.51259991096033e-05,0.000865251752750778,1.1716501640738
"27368154",-0.297968975385692,8.73117142797193,-5.11508388044866,8.06437202287115e-05,0.000915570441912864,1.16247499148783
"27370952",0.277550584621686,7.00490494739684,5.18686528455742,6.93412678031293e-05,0.000816321867638022,1.14960725392501
"27364691",-0.461233486285836,5.03426749570275,-5.08773131492038,8.54325646997593e-05,0.000952304252667247,1.14394873111669
"27371154",-2.52767697176271,4.92255264171842,-5.01886126056838,9.88225019307356e-05,0.00105862276933866,1.14283602372315
"27370710",-0.350634726755122,7.83293220660971,-5.16250526595646,7.29826091867612e-05,0.000850396776635215,1.14000389280451
"27371352",0.8517840031046,2.2888378293336,4.86433060361463,0.000137246965258221,0.00132525334870951,1.13623762361439
"27364922",-0.24073905748656,6.09321380318379,-5.153134888981,7.44349762686685e-05,0.000862277268693732,1.126803146319
"27370961",-0.282336419739382,7.83479412551182,-5.1504327272781,7.48592770603702e-05,0.000864678895900218,1.12339156848942
"27365624",-1.0756499847291,4.6081717697633,-5.04028447433083,9.44415605734612e-05,0.00102687481278375,1.1224692135197
"27369317",0.332447545843875,5.53549688004011,5.11205194225024,8.1160714449283e-05,0.000918822292842025,1.11633859117668
"27369403",0.451304948555493,9.38071345531225,5.06270385744108,9.00693616780884e-05,0.000994255973094688,1.11617343308984
"27369253",0.450017875261363,4.6476256531889,5.03877903389615,9.47428206613057e-05,0.00102874697639047,1.11447516397191
"27369967",1.94147092398295,6.06275946317724,5.11665320319836,8.03774515135783e-05,0.000913849199091611,1.10977952111265
"27370655",-0.504048227289184,4.8787785144339,-5.05615940222934,9.13238063846754e-05,0.00100254922436069,1.10854028190952
"27365814",-0.219050106114324,9.37598810560433,-5.04845068115644,9.2824383496768e-05,0.00101343881708115,1.10615808263662
"27368208",-0.23837232755845,4.91456664557434,-5.05821212732389,9.09284255349505e-05,0.00099958558829456,1.10586646302593
"27368731",-0.179480611813509,6.42779238275259,-5.14515483638266,7.56951883271359e-05,0.00086929488611999,1.08299307650876
"27370194",-1.0929792299148,3.55676360562702,-4.94410335957101,0.000115807147264796,0.00117202327210719,1.08279301709879
"27369572",0.179544112383265,7.14151741591612,5.15454648945328,7.42143036690028e-05,0.000862227405600513,1.08061721855565
"27364834",0.221067218586716,7.3336433686747,5.14903124482859,7.50803169090432e-05,0.000865251752750778,1.07512049036226
"novel.103",1.94250428687089,-0.376746565267097,4.89219592088025,0.000129331544299229,0.00127728922932448,1.06649452700585
"27369500",0.90347489783259,0.636881687691985,4.80502825580888,0.000155780476792116,0.0014521291228458,1.06529562844764
"27370103",0.592213383365189,2.45014706355782,4.8314380869045,0.000147230190661236,0.00139693407091673,1.06375299454711
"27364622",-0.323961889483823,5.7873412733029,-5.10569740449924,8.22553073092933e-05,0.000927262799512119,1.06002295022598
"27370591",-0.236101583776861,6.45481364970439,-5.13219776497394,7.77881282520469e-05,0.000890763480127607,1.05488542319301
"27368094",0.273027723235346,5.94739510374659,5.10463376117216,8.24399957461382e-05,0.000928032155503844,1.05427602422833
"27365316",-0.260541463094868,6.62087553545122,-5.1362051401808,7.71345636068921e-05,0.000884550319348101,1.0525003336739
"27369979",-0.201353376684381,7.49292582418672,-5.13137930510034,7.7922307434041e-05,0.000891019785149652,1.04803709763841
"27368456",0.493824103010598,2.71972717607506,4.83824828518478,0.000145104069785204,0.0013838884928492,1.045290920253
"27366667",0.294559815371061,5.16040887111751,5.04308955692732,9.38828359664631e-05,0.001022194265919,1.03475149436454
"27368942",-0.257237697686314,5.93854667187886,-5.09609451080846,8.39382074410227e-05,0.000940910707883194,1.02324052154943
"27364838",-0.361828328092317,7.7986273227544,-5.09843029279367,8.35256449851042e-05,0.000938927208083612,1.02209657064634
"27371964",-0.179584381838845,6.75535212508002,-5.12197457450244,7.94812535971767e-05,0.000906245480929182,1.01821577557397
"27372020",-0.392636332560206,4.86522086276438,-5.01532885143893,9.95645880599229e-05,0.00106085307831743,1.01704181270511
"27369082",-0.714923761707474,9.02787867767679,-5.03673782849311,9.51528663795361e-05,0.00103179366672776,1.01609221603598
"27369753",2.71401146900607,9.82072772395303,4.994889581738,0.000103971810384163,0.00108630698279664,1.01409431454965
"27372142",0.453666469279463,4.88061188343013,5.00683016843814,0.000101373433287469,0.00106730021572144,1.01329078198537
"27367798",-0.373709335504968,4.71808254589715,-4.99757837949541,0.000103380822090731,0.0010841383579778,1.0126048205429
"27371581",0.935474141875682,2.30866347206949,4.79944164374749,0.000157653156094446,0.00146615595574414,1.0117197608536
"27368259",-0.482086250192435,4.06722924485972,-4.94261952629961,0.0001161729466706,0.00117202327210719,1.00562258447934
"27365783",-0.245522783139044,4.83632238136576,-5.00511020929923,0.000101743577815767,0.00106978405698109,1.00321707210547
"27369394",0.767319896942965,0.654520323820532,4.76347615157457,0.000170271626728916,0.00155984467244765,0.988657936756653
"27371406",-0.433479165391498,5.64831014939142,-5.06157621486075,9.02842443599155e-05,0.000995249554009027,0.988595451713795
"27369313",-2.0491665241965,1.24494505642205,-4.7526010178026,0.000174286472195017,0.00158398978134851,0.984270821070863
"27367178",0.285917825576983,5.66005937173975,5.06033255400247,9.05218440131544e-05,0.000996490465172431,0.98265918032971
"27368812",0.42879457473209,3.66612353784195,4.88094775787949,0.000132469019888362,0.00129867003802679,0.975681153280735
"27367868",1.06863650823626,2.09278779923095,4.76617058344511,0.000169291563124178,0.00155573510377068,0.972771704889981
"27368034",0.377054629455838,4.93269212766268,4.98334351876744,0.000106549134551134,0.00110861175244457,0.972114865823194
"27371619",0.562330493197376,7.58663768067297,5.09026249286351,8.49774343445793e-05,0.000951222123211091,0.966034204495848
"27364760",-2.47502829437139,0.647128414361053,-4.75151431985549,0.000174692923550253,0.00158576606001768,0.96532529825341
"27365946",0.467692932569619,9.4793642613992,4.97837120574896,0.000107679099956378,0.00111890798781269,0.954216044735497
"27367182",-1.29016103454425,4.66238668106403,-4.95587494859147,0.000112946577758533,0.00115260464114662,0.941879566076893
"27371358",0.230903638908625,6.55760370287799,5.08046149307875,8.67536786411577e-05,0.000965679914483278,0.940954362645739
"27365436",0.325586981579658,4.69271177113383,4.94722373255247,0.000115041738932707,0.00117098679347851,0.932646076840454
"27367587",-0.380895212808373,4.72089931102497,-4.96157765363997,0.000111586859121122,0.00114710565800713,0.931492654275894
"27368897",0.657653365286361,1.87770915199225,4.74677889118971,0.000176475399808483,0.00159649141483951,0.929859786366677
"27366152",0.444953066801072,10.9792978374605,4.88730464273736,0.000130686446446699,0.00128907299279727,0.925240662700713
"27369523",-0.221134027424969,6.55462586140537,-5.07314870256395,8.81037122911287e-05,0.000975004203479317,0.922739353813453
"27369348",-0.40580435340409,4.85502127984548,-4.96795182565042,0.00011008683177342,0.00113967440193581,0.922036022794547
"27367543",-0.306455438257484,6.78509613697647,-5.07415875840446,8.79159703307906e-05,0.000974534469452574,0.918340570848274
"27364944",0.340697693433654,4.18534813293516,4.91431072110561,0.000123382469447363,0.00122613252056793,0.915212009553657
"27364381",0.17204887827128,7.19579910312087,5.07261534166942,8.82030151453686e-05,0.000975004203479317,0.906987607147386
"27369129",0.652486662533693,5.64894922697838,5.01407513766842,9.98293361026436e-05,0.00106085307831743,0.904073739634072
"27366061",0.198762354683358,7.89106097990908,5.05087782060619,9.23492146188996e-05,0.00100963407477727,0.9038144782518
"27369577",0.396966358279663,3.78048279742747,4.85712711997002,0.000139372523063342,0.00133979896501657,0.903323156427177
"27367297",-0.309932433088772,5.57353274655809,-5.01660170596631,9.92965328203174e-05,0.00106064438179693,0.901711377208249
"27366197",0.380084692044563,9.17402597811616,4.96649284388724,0.000110428343077149,0.0011400439045659,0.896953203053696
"27371865",0.300116196852466,4.67886142761521,4.933371768728,0.000118479505088565,0.00119227481762104,0.887515861157477
"27364809",0.325381303168721,4.23519645923513,4.88600723338222,0.000131048260495144,0.00129104404962459,0.877945639155794
"27368952",0.310862272871702,8.64936004088205,4.98922103941385,0.000105229083754124,0.00109630823205277,0.874831901849847
"27365598",0.480457849877512,6.51474534946023,5.02821197879018,9.68853043919875e-05,0.00104348091351911,0.865950207450423
"27366919",-0.38988613690726,3.73598003465509,-4.8350748803276,0.000146090869315659,0.00139109226815508,0.860329777925494
"27369583",0.578069164201794,1.80407077411076,4.70110627424164,0.000194648587465342,0.00172372138010975,0.854721355574934
"27368371",-0.860273441173968,0.921495019733696,-4.6889544939535,0.000199797502071767,0.00175996921848087,0.853767977530431
"27368666",-0.548890204260107,7.47005851872802,-5.02305378742334,9.79490776686288e-05,0.00105173261490447,0.850061252550617
"27365729",0.538309804394239,7.91516620327179,5.0117697070128,0.000100318057711291,0.00106430183884236,0.845985184396557
"27366823",0.45372184885986,3.98651355063426,4.84981910774132,0.00014156328222612,0.00135608096074781,0.840801710149637
"27364376",-0.271242974963892,6.71210165765141,-5.03278868364824,9.59513501933957e-05,0.00103709824805097,0.839992963919203
"27367836",-0.258773900162929,6.34652660176434,-5.02648709116768,9.72397059025383e-05,0.00104588455606374,0.836535110645213
"27364315",0.647551032940563,3.41644705592486,4.79584456581012,0.000158871065970218,0.00147232836718912,0.835367267666839
"27365415",0.23877911421261,7.60897109272099,5.03125795369353,9.62626918627135e-05,0.00103817815175349,0.834415722371626
"27365957",-0.518533030996504,6.12330030099862,-5.00923998637644,0.000100857143073716,0.00106467739112254,0.827285184700703
"27364096",-0.262118277661478,5.42968216779486,-4.96752495591464,0.00011018663944899,0.00113967440193581,0.821332771694532
"27368109",-0.440585206714052,4.72105207811366,-4.9103206163995,0.000124434793152723,0.00123505018857684,0.820737407303283
"27368472",-0.266985176532619,5.25668545646935,-4.95086701936901,0.000114154603052501,0.00116344269351462,0.81188699176276
"27367966",0.408737979157326,3.78171777188896,4.81513906223595,0.000152448749153316,0.00143245146191616,0.809444530648091
"27369327",0.237519854233022,7.36355739713641,5.02258019257379,9.80473441498148e-05,0.00105173261490447,0.804375806681731
"27371927",-0.198177089679785,7.38066485817919,-5.01817136483632,9.89669887922181e-05,0.00105874751768319,0.799871198352131
"27371698",-0.242484490917712,6.48028564513487,-5.00931417577306,0.000100841291152573,0.00106467739112254,0.792934280725302
"27370999",-0.339755276360927,5.75186926827525,-4.97499839521478,0.000108452544715903,0.00112547757992936,0.789302808411048
"27364579",-0.217932120896208,7.89467799983913,-4.99433973774372,0.000104093089107674,0.00108630698279664,0.788611913808952
"27372088",0.267416559617276,7.06610731410333,5.01448706853692,9.97422688825806e-05,0.00106085307831743,0.781199311584139
"27371189",-0.220588120371005,7.18296546160161,-5.00755445582819,0.000101217975153512,0.00106707309784853,0.772380960664067
"27370158",0.379855297007462,3.75034201313126,4.78987435441443,0.000160913703944158,0.00148607441533597,0.763741399917824
"27371892",-0.671195644733743,3.88387719031907,-4.80859342299497,0.000154597280279192,0.00144447869147146,0.763625284009033
"27369955",-0.161877631318925,6.40692685627752,-4.99415977444587,0.000104132814913003,0.00108630698279664,0.761622747787044
"27371813",0.784587665840272,1.39001358049217,4.63875841548202,0.000222579688399805,0.00190816664266145,0.754228882594393
"27371156",-0.415552443449199,5.06100576622673,-4.90773814873012,0.000125120759888219,0.00124031400038446,0.750775821748589
"27366718",-0.665332651014959,5.88735019507111,-4.96005781891821,0.000111947595385602,0.00114829129372362,0.75019031980321
"27364269",-0.20661727979371,6.78775153308943,-4.99564622494943,0.000103805154330268,0.00108630698279664,0.748506058985521
"27368100",0.785001436119845,1.6699141627996,4.63115542418941,0.000226254143848881,0.00192654436589271,0.728153309342175
"27368743",-0.713813977481873,2.83353003867817,-4.70494742221366,0.000193049303984117,0.00171412532133072,0.72173274691619
"27364015",0.680792512164867,2.86894051632408,4.68916341311383,0.000199707817597919,0.00175996921848087,0.713446055028292
"27365983",-0.459402726296737,5.6179055540593,-4.93219326173198,0.000118776789836354,0.00119375916140698,0.712473475937262
"27368216",-0.265904487698009,4.73408660386549,-4.856779521833,0.000139475936088047,0.00133979896501657,0.708715000733605
"27366662",0.459074093477407,4.96012508106349,4.86900831869015,0.000135884447815413,0.00132234316128063,0.699376473790217
"27371547",0.246930555192867,4.87377828486911,4.85660673614256,0.00013952737025894,0.00133979896501657,0.694234523787996
"27370234",0.812222977536855,1.519888712477,4.6134635212175,0.000235045294168121,0.00198865286042455,0.693529121683113
"27364486",-0.249913223306776,6.38083717841112,-4.95891306681907,0.000112220091961028,0.00114960685466503,0.689611369549452
"27366399",-0.350115205773803,4.40506820308144,-4.82039798843264,0.00015074465419566,0.00142185206971694,0.689383517076212
"27367692",-0.463210427860328,7.03816472653979,-4.96301300158118,0.000111247267137754,0.00114553064481641,0.68810590675478
"27371664",-0.276465884293332,6.49140436055522,-4.95725980294657,0.000112614831939441,0.00115216971830211,0.677376883858565
"27370461",0.317348639513893,8.46362182639326,4.9059512691262,0.000125597659279929,0.0012434948378398,0.671880604627461
"27364184",0.468565529233752,6.84690762176012,4.96115069253431,0.000111688079123404,0.00114710565800713,0.67100210031607
"27365092",0.654815285421915,2.23975855082242,4.6306557196888,0.000226497797636354,0.00192656077605309,0.668561169810688
"27364633",0.368883790536429,6.3317275221737,4.94647856711842,0.000115224052181551,0.00117134655087623,0.667430698965129
"27368105",0.218449197825576,7.67111736066938,4.94282812610282,0.000116121450708862,0.00117202327210719,0.667227907102722
"27366761",0.802625171170309,1.26545719745304,4.59269161152156,0.000245811757570677,0.00204714703013406,0.667212484146606
"27368207",-0.347239877897221,5.58757740380662,-4.8976092610233,0.000127848746065434,0.00126421154608127,0.666250746902922
"27367866",0.489931510364234,8.85131649000288,4.88035299853743,0.000132637065364342,0.00129867003802679,0.663958185195323
"27368760",0.262842755664178,5.37810202631733,4.884438990923,0.000131486969023663,0.00129376684335629,0.657126529303476
"27366178",-0.178191333400247,6.94759341466841,-4.95602184138238,0.000112911341855777,0.00115260464114662,0.655159104149545
"27371065",-0.474202431662585,5.87704149484539,-4.91627475245139,0.000122867832607171,0.00122407078234895,0.648533752220443
"27369657",-0.383504296892362,4.1253469896148,-4.77318727981673,0.000166766238835262,0.00153486562854486,0.638642295019365
"27368342",-0.644358604634245,6.39464004484721,-4.92904171605807,0.000119575535007883,0.00120027331739651,0.635464901805597
"27370682",0.696911049087155,1.0224804469021,4.57555976599111,0.0002550682076418,0.00210519372264635,0.634381533364829
"27364218",0.262394987870001,7.96031538486462,4.91817479505533,0.000122372049985994,0.00122372049985994,0.627777518933981
"27364093",-0.328845100694062,5.38588941159879,-4.87541282172916,0.000134041322671175,0.00131080900820769,0.626164731580752
"27367897",0.184750046925136,6.12802346620752,4.91646274877696,0.000122818686925621,0.00122407078234895,0.619825210254239
"27367079",-0.187400206743395,6.86395368768446,-4.93748434384427,0.0001174480296447,0.00118338912296872,0.618095878757379
"27364835",0.275780514233754,5.27434709210725,4.85837606890994,0.000139001597005487,0.00133959217428504,0.618013712632093
"27369091",-0.875338761044288,4.69463751010836,-4.81952450083292,0.000151026345917864,0.00142278957088106,0.617016490868058
"27367825",0.850222856251822,0.134928405673194,4.58729530711895,0.000248689967097214,0.00206679774532304,0.606974393292731
"27370031",0.656889290815132,7.60168498706918,4.9228025322495,0.000121173057999826,0.00121325285459625,0.606589093026018
"27365520",0.607189761570116,3.56431393520606,4.69664420753822,0.000196523350379731,0.00173839190069529,0.605689224255027
"27365142",0.611901795953057,1.7994176344552,4.57800405317378,0.000253726166825089,0.0020998936132876,0.603867085880967
"27365892",-0.314014199041248,4.73318634267731,-4.80632390004359,0.000155349417435802,0.00144980662407886,0.601269519743886
"27368766",0.348046658644049,6.72401414028527,4.92521609447573,0.000120552502316439,0.00120855779051826,0.59833844273053
"27369098",-0.535082762930615,4.83319049568623,-4.81470239179844,0.000152591128126327,0.00143245146191616,0.594291410781943
"27364886",0.686816505438364,1.13048367731902,4.55455768186724,0.000266901028122269,0.00217133364982744,0.591612323001501
"27366714",0.81754471731296,1.53314436302673,4.55368826329835,0.000267402725649469,0.00217247678228978,0.578564344506118
"27366561",-0.419563937791336,3.96770880202949,-4.75452216846189,0.000173570272557324,0.00158097722546499,0.577137285706307
"27364892",0.443540116482981,7.02740019935879,4.91468418039835,0.000123284442280976,0.00122613252056793,0.570648461193755
"27369470",0.68761904899579,4.41837193608321,4.76287826811128,0.000170489882014323,0.00156005092956849,0.569317057825121
"27367762",0.280349138922017,8.33058322429207,4.86778151442565,0.000136240447682421,0.00132419069271816,0.56766057626518
"27369876",0.252546325021517,5.24732010671709,4.83180010257221,0.000147116374433107,0.00139693407091673,0.560823209324006
"27371532",0.319964665506121,5.07344918880438,4.8148930475329,0.000152528947018563,0.00143245146191616,0.560313682232225
"27371560",-0.779807375696496,1.61916067907383,-4.56134887771603,0.000263014951934802,0.00215661436925964,0.554804888466723
"27365968",0.34962746930939,3.61957881286511,4.67837631561429,0.00020439252057141,0.00178619340894094,0.552324013806301
"27370413",1.58898584448451,5.88301783667999,4.84296845520627,0.000143648859198626,0.00137275948179023,0.550677852205063
"27365343",0.804883377035559,1.87437568743848,4.54684172377592,0.000271387161777127,0.00219709193282202,0.540539483410521
"27371953",-0.317089894563905,7.65780017394696,-4.88052037141242,0.000132589753219956,0.00129867003802679,0.525471136240887
"27371305",-0.59231903637497,3.79959387952852,-4.68650659685747,0.000200851392616319,0.00176687152224289,0.524336429763089
"27365627",0.606031352781728,2.51242124234053,4.56801709767984,0.000259255200886353,0.0021301690217157,0.517029558970775
"27365419",0.566685876498378,2.048422321358,4.5392519088654,0.000275874731959335,0.00222093092294535,0.50653828631468
"27371616",0.184919460556643,6.44639298938785,4.87327220170901,0.000134654505140439,0.00131519167398198,0.499521853177688
"27366857",-0.205907563981287,6.82904228281541,-4.88044514426656,0.000132611015928226,0.00129867003802679,0.497787393197127
"27370190",0.857894209797726,1.9105293739464,4.53613682445132,0.000277738322362184,0.00223087459041796,0.496603855466541
"27366523",0.389640975551207,4.51248003433858,4.73165956558221,0.000182291589534444,0.00163059929134626,0.495871849404842
"27372073",0.208629345656194,5.41280975009416,4.81125801580057,0.000153718953976998,0.00143795782065338,0.486802183319441
"27366943",0.33220646039506,6.37896710706244,4.86398746650682,0.000137347461233884,0.00132525334870951,0.485166803846077
"27370774",0.246798070975855,6.66894203653436,4.86644501316469,0.000136629363997579,0.00132473969715414,0.475248785326156
"27365512",0.18423075656245,6.76531147264196,4.86961276849057,0.000135709395155384,0.00132225413128167,0.474901461327509
"27371324",-0.403700651342206,6.92786526389419,-4.86476941898357,0.000137118556989688,0.00132525334870951,0.471550704409176
"27369387",0.36214491962272,6.6453724031144,4.86432485023875,0.000137248649654034,0.00132525334870951,0.469940036114063
"27364953",0.61457368613723,2.58412399528029,4.55634169163093,0.000265874559896345,0.00217112729751421,0.465838649064242
"27371963",-0.448479924309697,5.17989724047942,-4.78175444391143,0.000163734909430847,0.00151037873630076,0.465757669063872
"27370419",0.361885188262751,9.09193596063906,4.77316384430805,0.000166774609074009,0.00153486562854486,0.464728884344559
"27364969",-0.391570605750526,5.37317725854632,-4.79593809504312,0.00015883927732809,0.00147232836718912,0.459027440569453
"27366071",0.495613693378781,3.72309946915643,4.63825785594371,0.000222819725891049,0.00190816664266145,0.455004452741407
"27367133",0.459146229176758,8.67400791590987,4.79829070669,0.000158041804257592,0.00146805731926924,0.454964266849084
"27368044",0.281347876012111,6.48270360361265,4.84826967023598,0.000142032263941072,0.00135894014839177,0.448626707209136
"27369199",-0.545667376804123,6.78095806161673,-4.83806557520398,0.000145160700128222,0.0013838884928492,0.441007797055227
"27371354",-0.803282037479046,4.1629771241256,-4.6765115574063,0.000205213637333459,0.00178868672250762,0.440658533010374
"27369573",0.262832875832643,5.8878687179324,4.8203862645691,0.000150748431481909,0.00142185206971694,0.438811021007786
"27365802",-0.256321944866745,4.77227475957878,-4.72713177600107,0.000184071104872778,0.00164467119488346,0.423574643529914
"27366665",0.299042277700956,7.79657746937006,4.83250737785032,0.000146894269044905,0.00139693407091673,0.423331414675655
"27371295",-0.572071616695047,4.91012480201322,-4.7379267307109,0.000179857351653504,0.00161790416780861,0.411887807163452
"27369358",-0.444089498088447,6.01162898773588,-4.81325790910323,0.000153063077746504,0.00143350497019934,0.409605650489538
"27370766",0.828896746807081,6.16024312555682,4.81352091471635,0.000152977036281714,0.00143350497019934,0.406357726660264
"27366629",-0.675677295107853,2.65792899038982,-4.53671920539256,0.00027738894496282,0.00223086770065961,0.405240214851019
"27364415",-0.245741695945981,4.49660805067567,-4.69589049399909,0.000196841838697092,0.00173927877429692,0.404437521020891
"27365719",-0.691252062711428,7.01977786107424,-4.83035069139644,0.000147572603989653,0.00139851801878422,0.401689313486773
"27364222",0.722744145685967,6.95332967838988,4.82709702770127,0.000148602022421215,0.00140660109108918,0.399372458976948
"27368793",0.317325731868282,4.46477790419182,4.68137294127677,0.000203080006102031,0.00178058047154366,0.390206158222574
"27371102",0.319217766700983,4.21767955119343,4.6538589449993,0.000215460806168911,0.00186047955055929,0.370594390907706
"27368349",-1.78502890608943,-1.34145425739815,-4.58278580968067,0.000251121458055157,0.00208266183215359,0.36634681482362
"27367365",-0.281389493510005,6.95408611085664,-4.82128636795998,0.000150458709878759,0.00142185206971694,0.365103448442602
"27369522",-0.388237222159272,4.88405767635521,-4.71149496240596,0.000190353990661737,0.00169321574282817,0.364819346258495
"27372032",-0.198879453172053,7.8894445669606,-4.79419988434074,0.000159431120683972,0.00147580259216173,0.358583367960327
"27364434",-1.53958610948684,1.40685594075382,-4.44167450745064,0.000340758269101143,0.00260887935133151,0.356426431194035
"27371672",0.457245678154463,3.1689927373043,4.54170262502747,0.000274417532052397,0.00221591462052443,0.346479387989973
"27365418",0.287492312052494,5.82485312522931,4.75982350404837,0.000171609473217426,0.00156849484121891,0.332154338891652
"27365962",0.499433211981067,12.1812346057722,4.55855608968487,0.000264606037872774,0.00216520546390761,0.331420301224844
"27368926",0.263294607541921,7.07791691267274,4.80424200794364,0.000156042655319951,0.00145287378843459,0.329139048915159
"27368091",0.282265983202065,5.70740368681251,4.74854673845521,0.00017580780054962,0.00159225928452326,0.327278199117335
"27369445",0.375513952001933,5.64420110530178,4.74396122208937,0.00017754479394017,0.00160071494084067,0.32257693782847
"27364445",0.598639260623657,7.07499957162268,4.79313471275977,0.000159794912107657,0.00147745411774713,0.321691672027742
"27365980",-0.592937324259512,0.550805511044252,-4.41574590847745,0.000360471660071186,0.00271803134415076,0.314253096556855
"27368909",-0.256406695580313,5.81265179525151,-4.75758689525464,0.000172433956400708,0.00157422523770177,0.310986464122908
"27371383",-0.479545488363807,7.82936710560134,-4.76458256733443,0.000169868484605337,0.00155794225811799,0.310534284869123
"27365301",0.762262617631212,3.45495501402637,4.52996431946717,0.000281468881550067,0.00224780259113631,0.307044064167536
"27366709",0.305690986143293,4.12768733620411,4.61225277015445,0.00023565947807598,0.00199173493135266,0.302514228752866
"27369687",0.438669898563196,3.73150291075853,4.55497190378205,0.000266662338184858,0.00217133364982744,0.29833021320397
"27368836",-0.370534400789372,6.20573355175501,-4.76578177493878,0.00016943263112584,0.00155573510377068,0.291063026810328
"novel.75",0.366372186325791,4.82568211011082,4.66389332520348,0.00021085886020678,0.00182667947374787,0.287340668208302
"27367499",1.83438075770848,0.623580980584385,4.4009749931035,0.000372215111910735,0.00279336576452783,0.286604916178443
"27371367",-0.248088570020086,5.90379145517442,-4.75084725059888,0.000174942902138257,0.00158622858935371,0.283689902965952
"27366428",-0.534835666735216,8.01582920661774,-4.74456252335875,0.000177316028087389,0.00160046290357474,0.279786175340879
"27370836",-0.319101378262243,4.51302474236881,-4.6394739984975,0.000222236995867394,0.00190816664266145,0.276905366997651
"27367805",-0.457549064127548,3.88000603917377,-4.57710727556,0.000254217708535573,0.00210177918778892,0.27496745215809
"27366360",-0.832602158983523,6.38364144464522,-4.73267285859882,0.000181895751120125,0.00162888667014314,0.258182218790796
"27366702",-0.379623663621344,4.06550108387705,-4.57929009897587,0.000253022945574037,0.00209625039108635,0.251488083466544
"27370551",0.440007243892328,9.92444250278288,4.62609611023027,0.00022873341518308,0.00193936736064803,0.249660236957434
"27370165",0.839600068568028,2.81608904831015,4.47254542269128,0.000318707333860108,0.00247814385450249,0.249005775672474
"27367969",0.577123895382462,4.13618407197553,4.57539489790119,0.000255158988215354,0.00210519372264635,0.239688178508087
"27367148",0.394661869207783,3.77014912333451,4.54075047652691,0.000274982749748915,0.00221823129099074,0.23402968356084
"27368397",0.923360708104983,2.46624355225373,4.44119335953577,0.000341113937828374,0.00260909605037634,0.23301360632678
"27364727",-0.341704354380758,4.82753530614629,-4.64548208824964,0.000219380822231333,0.00188819131013361,0.232845826739542
"27365496",0.297167787577554,7.36350557894953,4.75464381580506,0.000173525023902786,0.00158097722546499,0.232341213290423
"27366018",0.715632723401697,2.03893975179638,4.40456514240479,0.000369325591236311,0.00277429308402771,0.23005786837223
"27364090",0.253359454736866,7.02747831668994,4.75256882516766,0.000174298499152151,0.00158398978134851,0.22584679387993
"27366159",-0.22733901258901,5.15791609664591,-4.67206837967986,0.000207183684915264,0.00180071316115011,0.22484915006399
"27370917",0.589416324458882,1.88129629469706,4.39726009923445,0.000375229165012889,0.00280278954559768,0.216053882826608
"27372037",-0.574032226162093,5.37917738520489,-4.68157697217076,0.000202990953804591,0.00178058047154366,0.215333481127737
"27368979",-0.286633795330936,4.4905551711585,-4.60818539125632,0.000237734739665271,0.00200502209008699,0.212215491642523
"27364972",0.361456997516042,4.98667547744476,4.64580549151138,0.000219228144136071,0.00188819131013361,0.208592130274888
"27369854",-0.203262496478019,6.40487967533011,-4.73665608682477,0.000180348192184906,0.00162049052053405,0.207425758116749
"27371029",-0.658431411310941,2.79899302639074,-4.47920519880289,0.000314143420985733,0.00244982687402768,0.201817028100683
"27369543",-0.16459314359564,7.44566325669596,-4.73970156162812,0.000179174025605242,0.00161357851307772,0.201673721758299
"27364627",0.300114371130371,6.43312076402717,4.73287104639306,0.000181818432424091,0.00162888667014314,0.200788176616624
