"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"27366331",-1.88660729783624,4.06908666954905,-7.09434463440996,1.58899181812528e-06,5.67904250693206e-05,5.2994991766296
"27371381",-1.37674727831068,2.50857907308922,-7.0211010734235,1.82050899024235e-06,6.25407614320324e-05,5.29636611099137
"27368457",-0.45885930387724,6.38855033207592,-7.2324603742073,1.23194303857472e-06,4.69788804662225e-05,5.29069503479086
"27369990",-0.351409243712898,6.94778876819646,-7.24114626164038,1.21248668514972e-06,4.6459225387708e-05,5.28524350899832
"27368243",1.07770047089693,2.8805365567507,7.00526637596856,1.87501686647304e-06,6.38627539563679e-05,5.26504474033643
"27370565",0.524879773313509,5.51128349605397,7.16632233313923,1.39116756656853e-06,5.06283356417861e-05,5.2570458649722
"27370202",-0.232372702611495,7.27518267243784,-7.21790999268056,1.26526683806982e-06,4.80198890448404e-05,5.24367496126398
"27369097",-0.885145390491089,2.60256638292316,-6.98998286680966,1.92923702067845e-06,6.45862391419061e-05,5.23989198682546
"27370940",0.391131418553123,7.49231200902959,7.21128997831361,1.28073726565687e-06,4.83766635416364e-05,5.23742042597869
"27369360",0.698275756274208,3.28488374318281,6.98789297568393,1.93677680739216e-06,6.45862391419061e-05,5.21400799901103
"27365421",0.370520016925032,7.21439060733416,7.19819137531194,1.31193017468093e-06,4.88170059539851e-05,5.20565138966945
"27364534",0.760574836837881,4.95771276751469,7.07667960160488,1.64187319932658e-06,5.8158797327257e-05,5.17857743791134
"27365974",0.49837298240984,5.77506770833857,7.13206817213689,1.48190683068048e-06,5.32017902726282e-05,5.17023215686451
"27368489",0.249163174357942,6.85579380147867,7.17630290260322,1.36583069315381e-06,5.01643807577691e-05,5.1617394885201
"27366653",0.686626875893571,3.23624745111742,6.94813123954221,2.08621050624506e-06,6.67754929107356e-05,5.14321944065916
"27364989",0.689994926892147,4.16621535244372,6.99581709269377,1.90834962498621e-06,6.44472309794072e-05,5.14096095244369
"27365659",0.353878066115186,6.11847558257025,7.13308393063802,1.47912939779274e-06,5.32017902726282e-05,5.12694644289645
"27369405",-0.710286475190179,3.60381953258931,-6.95373073594916,2.06446159966184e-06,6.63458022149391e-05,5.11915118545583
"27366301",-1.56265145926305,4.03744191734816,-6.99641188240565,1.9062334290908e-06,6.44472309794072e-05,5.11175199800052
